url,date,rawContent,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,links,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,card,viewCount,vibe
https://twitter.com/nectarofdagods/status/1620198811258998786,2023-01-30 23:14:33+00:00,"halo @GoodLifeBCA @BankBCA @HaloBCA ko mbanking bunda saya abis salah kode akses tapi setiap dicoba selalu koneksi internet terputus sama sementara transaksi tidak dapat diperoleh, tu kenapa ya?","halo @GoodLifeBCA @BankBCA @HaloBCA ko mbanking bunda saya abis salah kode akses tapi setiap dicoba selalu koneksi internet terputus sama sementara transaksi tidak dapat diperoleh, tu kenapa ya?",1620198811258998786,https://twitter.com/nectarofdagods,7,0,0,2,1620198811258998786,in,,,,,,,,,,"[User(username='GoodLifeBCA', id=17824435, displayname='GoodLife BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BankBCA', id=567255514, displayname='Bank BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='HaloBCA', id=620977821, displayname='Halo BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,82,
https://twitter.com/HaloBCA/status/1620199468397383682,2023-01-30 23:17:09+00:00,"@nectarofdagods @GoodLifeBCA @BankBCA Sebelumnya sangat disayangkan sekali atas kendala yang Ibu Fay alami. Terkait kendala tersebut, mohon pastikan Ibu menggunakan jaringan internet dalam keadaan stabil dan pastikan sudah mencantumkan kode akses dengan sesuai ya. Karena saat ini kami sedang tidak ada (1/2) ^Anin","@nectarofdagods @GoodLifeBCA @BankBCA Sebelumnya sangat disayangkan sekali atas kendala yang Ibu Fay alami. Terkait kendala tersebut, mohon pastikan Ibu menggunakan jaringan internet dalam keadaan stabil dan pastikan sudah mencantumkan kode akses dengan sesuai ya. Karena saat ini kami sedang tidak ada (1/2) ^Anin",1620199468397383682,https://twitter.com/HaloBCA,0,0,0,0,1620198811258998786,in,,,,,,,,1.6201988112589988e+18,https://twitter.com/nectarofdagods,"[User(username='nectarofdagods', id=1507465855135002625, displayname='fay', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='GoodLifeBCA', id=17824435, displayname='GoodLife BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BankBCA', id=567255514, displayname='Bank BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,32,
https://twitter.com/HaloBCA/status/1620199469596934144,2023-01-30 23:17:10+00:00,"@nectarofdagods @GoodLifeBCA @BankBCA kendala ya.

Jika ada hal lain yang ingin ditanyakan, Ibu bisa DM/Mention kembali ke Twitter @HaloBCA atau menghubungi via aplikasi haloBCA. Tks :) (2/2) ^Anin","@nectarofdagods @GoodLifeBCA @BankBCA kendala ya.

Jika ada hal lain yang ingin ditanyakan, Ibu bisa DM/Mention kembali ke Twitter @HaloBCA atau menghubungi via aplikasi haloBCA. Tks :) (2/2) ^Anin",1620199469596934144,https://twitter.com/HaloBCA,0,0,0,0,1620198811258998786,in,,,,,,,,1.6201988112589988e+18,https://twitter.com/nectarofdagods,"[User(username='nectarofdagods', id=1507465855135002625, displayname='fay', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='GoodLifeBCA', id=17824435, displayname='GoodLife BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BankBCA', id=567255514, displayname='Bank BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='HaloBCA', id=620977821, displayname='Halo BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,28,
https://twitter.com/indriiriana/status/1620197694471020544,2023-01-30 23:10:06+00:00,@HaloBCA @BankBCA apa atm setor tunai di st tanah abang belum menerima uang baru ya?,@HaloBCA @BankBCA apa atm setor tunai di st tanah abang belum menerima uang baru ya?,1620197694471020544,https://twitter.com/indriiriana,2,0,0,0,1620197694471020544,in,,,,,,,,,,"[User(username='HaloBCA', id=620977821, displayname='Halo BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BankBCA', id=567255514, displayname='Bank BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,58,
https://twitter.com/BankBCA/status/1620217003360518145,2023-01-31 00:26:50+00:00,"@indriiriana Selamat pagi, @indriiriana. Saat ini untuk lokasi di stasiun Tanah Abang belum tersedia. Namun Anda bisa lakukan setoran tunai uang emisi 2022 di mesin ATM BCA STAR pada lokasi lainnya dengan nomor mesin ATM Z58J Tanah Abang Blok F dengan jam operasional 07:00-16:00 ya.","@indriiriana Selamat pagi, @indriiriana. Saat ini untuk lokasi di stasiun Tanah Abang belum tersedia. Namun Anda bisa lakukan setoran tunai uang emisi 2022 di mesin ATM BCA STAR pada lokasi lainnya dengan nomor mesin ATM Z58J Tanah Abang Blok F dengan jam operasional 07:00-16:00 ya.",1620217003360518145,https://twitter.com/BankBCA,1,0,0,0,1620197694471020544,in,,,,,,,,1.6201976944710205e+18,https://twitter.com/indriiriana,"[User(username='indriiriana', id=1174974514267996161, displayname='Indri', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='indriiriana', id=1174974514267996161, displayname='Indri', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,47,
https://twitter.com/indriiriana/status/1620220590572593154,2023-01-31 00:41:05+00:00,@BankBCA Kalau disekitar Pamulang/ Tangerang Selatan?,@BankBCA Kalau disekitar Pamulang/ Tangerang Selatan?,1620220590572593154,https://twitter.com/indriiriana,1,0,0,0,1620197694471020544,in,,,,,,,,1.6202170033605181e+18,https://twitter.com/BankBCA,"[User(username='BankBCA', id=567255514, displayname='Bank BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,27,
https://twitter.com/RichGins/status/1620068520045477891,2023-01-30 14:36:49+00:00,"seharusnya aplikasi mbca ini diberi fitur ada game nya, genre endless survival gituu, nanti setiap kalah, tergantung seberapa lama survive nya dpt saldo sesuai berapa menit dia bertahan. @BankBCA","seharusnya aplikasi mbca ini diberi fitur ada game nya, genre endless survival gituu, nanti setiap kalah, tergantung seberapa lama survive nya dpt saldo sesuai berapa menit dia bertahan. @BankBCA",1620068520045477891,https://twitter.com/RichGins,1,0,0,0,1620068520045477891,in,,,,,,,,,,"[User(username='BankBCA', id=567255514, displayname='Bank BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,88,
https://twitter.com/RichGins/status/1620068585598222336,2023-01-30 14:37:04+00:00,@HaloBCA,@HaloBCA,1620068585598222336,https://twitter.com/RichGins,1,0,0,0,1620068520045477891,qam,,,,,,,,1.620068520045478e+18,https://twitter.com/RichGins,"[User(username='HaloBCA', id=620977821, displayname='Halo BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,43,
https://twitter.com/SweetPopCornID1/status/1620047883587440646,2023-01-30 13:14:49+00:00,"@BankBCA min malam , tadi siang saya dan rekan kantor saya ada transaksi valas di Bca KCU kelapa gading, untuk pembayaran barang ke bank of china cuma kenapa pelayanannya jutek ya oleh senior tellernya , plus ribet kaya saya ngk bleh transaksi valas dsana","@BankBCA min malam , tadi siang saya dan rekan kantor saya ada transaksi valas di Bca KCU kelapa gading, untuk pembayaran barang ke bank of china cuma kenapa pelayanannya jutek ya oleh senior tellernya , plus ribet kaya saya ngk bleh transaksi valas dsana",1620047883587440646,https://twitter.com/SweetPopCornID1,3,0,0,1,1620047883587440646,in,,,,,,,,,,"[User(username='BankBCA', id=567255514, displayname='Bank BCA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,55,
https://twitter.com/BankBCA/status/1620062398119043072,2023-01-30 14:12:29+00:00,"@SweetPopCornID1 Selamat malam, @SweetPopCornID1. Maaf atas ketidaknyamanannya ya, apakah transaksi tersebut sudah berhasil Anda lakukan?","@SweetPopCornID1 Selamat malam, @SweetPopCornID1. Maaf atas ketidaknyamanannya ya, apakah transaksi tersebut sudah berhasil Anda lakukan?",1620062398119043072,https://twitter.com/BankBCA,0,0,0,0,1620047883587440646,in,,,,,,,,1.6200478835874406e+18,https://twitter.com/SweetPopCornID1,"[User(username='SweetPopCornID1', id=1502276859710808065, displayname='Sweet PopCorn ID', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='SweetPopCornID1', id=1502276859710808065, displayname='Sweet PopCorn ID', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,,34,
